temp,atemp,hum,windspeed,day,month,year,season_1,season_2,season_3,season_4,yr_0,yr_1,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,holiday_0,holiday_1,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,workingday_0,workingday_1,weathersit_1,weathersit_2,weathersit_3,cnt
0.660833,0.615542,0.69625,0.154233,25,5,2011,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,4978
0.708333,0.654688,0.6775,0.199642,26,5,2011,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4677
0.681667,0.637008,0.65375,0.240679,27,5,2011,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,4679
0.655833,0.612379,0.729583,0.230092,28,5,2011,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4758
0.6675,0.61555,0.81875,0.213938,29,5,2011,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4788
0.733333,0.671092,0.685,0.131225,30,5,2011,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,4098
0.775,0.725383,0.636667,0.111329,31,5,2011,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3982
0.764167,0.720967,0.677083,0.207092,1,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3974
0.715,0.643942,0.305,0.292287,2,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4968
0.62,0.587133,0.354167,0.253121,3,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,5312
0.635,0.594696,0.45625,0.123142,4,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,5342
0.648333,0.616804,0.6525,0.138692,5,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,4906
0.678333,0.621858,0.6,0.121896,6,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4548
0.7075,0.65595,0.597917,0.187808,7,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4833
0.775833,0.727279,0.622083,0.136817,8,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,4401
0.808333,0.757579,0.568333,0.149883,9,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,3915
0.755,0.703292,0.605,0.140554,10,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,4586
0.725,0.678038,0.654583,0.15485,11,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4966
0.6925,0.643325,0.747917,0.163567,12,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4460
0.635,0.601654,0.494583,0.30535,13,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,5020
0.604167,0.591546,0.507083,0.269283,14,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4891
0.626667,0.587754,0.471667,0.167912,15,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,5180
0.628333,0.595346,0.688333,0.206471,16,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,3767
0.649167,0.600383,0.735833,0.143029,17,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,4844
0.696667,0.643954,0.670417,0.119408,18,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,5119
0.699167,0.645846,0.666667,0.102,19,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,4744
0.635,0.595346,0.74625,0.155475,20,6,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,4010
0.680833,0.637646,0.770417,0.171025,21,6,2011,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,4835
0.733333,0.693829,0.7075,0.172262,22,6,2011,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,4507
0.728333,0.693833,0.703333,0.238804,23,6,2011,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,4790
0.724167,0.656583,0.573333,0.222025,24,6,2011,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,4991
0.695,0.643313,0.483333,0.209571,25,6,2011,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,5202
0.68,0.637629,0.513333,0.0945333,26,6,2011,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,5305
0.6825,0.637004,0.658333,0.107588,27,6,2011,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,4708
0.744167,0.692558,0.634167,0.144283,28,6,2011,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4648
0.728333,0.654688,0.497917,0.261821,29,6,2011,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,5225
0.696667,0.637008,0.434167,0.185312,30,6,2011,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,5515
0.7225,0.652162,0.39625,0.102608,1,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,5362
0.738333,0.667308,0.444583,0.115062,2,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,5119
0.716667,0.668575,0.6825,0.228858,3,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,4649
0.726667,0.665417,0.637917,0.0814792,4,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,6043
0.746667,0.696338,0.590417,0.126258,5,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4665
0.72,0.685633,0.743333,0.149883,6,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,4629
0.75,0.686871,0.65125,0.1592,7,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4592
0.709167,0.670483,0.757917,0.225129,8,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,4040
0.733333,0.664158,0.609167,0.167912,9,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,5336
0.7475,0.690025,0.578333,0.183471,10,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4881
0.7625,0.729804,0.635833,0.282337,11,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4086
0.794167,0.739275,0.559167,0.200254,12,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4258
0.746667,0.689404,0.631667,0.146133,13,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,4342
0.680833,0.635104,0.47625,0.240667,14,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,5084
0.663333,0.624371,0.59125,0.182833,15,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,5538
0.686667,0.638263,0.585,0.208342,16,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,5923
0.719167,0.669833,0.604167,0.245033,17,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,5302
0.746667,0.703925,0.65125,0.215804,18,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4458
0.776667,0.747479,0.650417,0.1306,19,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4541
0.768333,0.74685,0.707083,0.113817,20,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,4332
0.815,0.826371,0.69125,0.222021,21,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,3784
0.848333,0.840896,0.580417,0.1331,22,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,3387
0.849167,0.804287,0.5,0.131221,23,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,3285
0.83,0.794829,0.550833,0.169171,24,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3606
0.743333,0.720958,0.757083,0.0908083,25,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3840
0.771667,0.696979,0.540833,0.200258,26,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4590
0.775,0.690667,0.402917,0.183463,27,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,4656
0.779167,0.7399,0.583333,0.178479,28,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4390
0.838333,0.785967,0.5425,0.174138,29,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,3846
0.804167,0.728537,0.465833,0.168537,30,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4475
0.805833,0.729796,0.480833,0.164813,31,7,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4302
0.771667,0.703292,0.550833,0.156717,1,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4266
0.783333,0.707071,0.49125,0.20585,2,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4845
0.731667,0.679937,0.6575,0.135583,3,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3574
0.71,0.664788,0.7575,0.19715,4,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,4576
0.710833,0.656567,0.630833,0.184696,5,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,4866
0.716667,0.676154,0.755,0.22825,6,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4294
0.7425,0.715292,0.752917,0.201487,7,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3785
0.765,0.703283,0.592083,0.192175,8,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4326
0.775,0.724121,0.570417,0.151121,9,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4602
0.766667,0.684983,0.424167,0.200258,10,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,4780
0.7175,0.651521,0.42375,0.164796,11,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4792
0.708333,0.654042,0.415,0.125621,12,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,4905
0.685833,0.645858,0.729583,0.211454,13,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4150
0.676667,0.624388,0.8175,0.222633,14,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,3820
0.665833,0.616167,0.712083,0.208954,15,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4338
0.700833,0.645837,0.578333,0.236329,16,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4725
0.723333,0.666671,0.575417,0.143667,17,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,4694
0.711667,0.662258,0.654583,0.233208,18,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,3805
0.685,0.633221,0.722917,0.139308,19,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,4153
0.6975,0.648996,0.674167,0.104467,20,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,5191
0.710833,0.675525,0.77,0.248754,21,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3873
0.691667,0.638254,0.47,0.27675,22,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4758
0.640833,0.606067,0.455417,0.146763,23,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,5895
0.673333,0.630692,0.605,0.253108,24,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,5130
0.684167,0.645854,0.771667,0.210833,25,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,3542
0.7,0.659733,0.76125,0.0839625,26,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,4661
0.68,0.635556,0.85,0.375617,27,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1115
0.707059,0.647959,0.561765,0.304659,28,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4334
0.636667,0.607958,0.554583,0.159825,29,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4634
0.639167,0.594704,0.548333,0.125008,30,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,5204
0.656667,0.611121,0.597917,0.0833333,31,8,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,5058
0.655,0.614921,0.639167,0.141796,1,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,5115
0.643333,0.604808,0.727083,0.139929,2,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,4727
0.669167,0.633213,0.716667,0.185325,3,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4484
0.709167,0.665429,0.742083,0.206467,4,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4940
0.673333,0.625646,0.790417,0.212696,5,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3351
0.54,0.5152,0.886957,0.343943,6,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2710
0.599167,0.544229,0.917083,0.0970208,7,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1996
0.633913,0.555361,0.939565,0.192748,8,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1842
0.65,0.578946,0.897917,0.124379,9,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,3544
0.66,0.607962,0.75375,0.153608,10,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,5345
0.653333,0.609229,0.71375,0.115054,11,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,5046
0.644348,0.60213,0.692174,0.088913,12,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4713
0.650833,0.603554,0.7125,0.141804,13,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4763
0.673333,0.6269,0.697083,0.1673,14,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,4785
0.5775,0.553671,0.709167,0.271146,15,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,3659
0.469167,0.461475,0.590417,0.164183,16,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,4760
0.491667,0.478512,0.718333,0.189675,17,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4511
0.5075,0.490537,0.695,0.178483,18,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4274
0.549167,0.529675,0.69,0.151742,19,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,4539
0.561667,0.532217,0.88125,0.134954,20,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,3641
0.595,0.550533,0.9,0.0964042,21,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,4352
0.628333,0.554963,0.902083,0.128125,22,9,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,4795
0.609167,0.522125,0.9725,0.0783667,23,9,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,2395
0.606667,0.564412,0.8625,0.0783833,24,9,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,5423
0.634167,0.572637,0.845,0.0503792,25,9,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,5010
0.649167,0.589042,0.848333,0.1107,26,9,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,4630
0.636667,0.574525,0.885417,0.118171,27,9,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,4120
0.635,0.575158,0.84875,0.148629,28,9,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3907
0.616667,0.574512,0.699167,0.172883,29,9,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4839
0.564167,0.544829,0.6475,0.206475,30,9,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,5202
0.41,0.412863,0.75375,0.292296,1,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2429
0.356667,0.345317,0.791667,0.222013,2,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2918
0.384167,0.392046,0.760833,0.0833458,3,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,3570
0.484167,0.472858,0.71,0.205854,4,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4456
0.538333,0.527138,0.647917,0.17725,5,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,4826
0.494167,0.480425,0.620833,0.134954,6,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4765
0.510833,0.504404,0.684167,0.0223917,7,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,4985
0.521667,0.513242,0.70125,0.0454042,8,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,5409
0.540833,0.523983,0.7275,0.06345,9,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,5511
0.570833,0.542925,0.73375,0.0423042,10,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,5117
0.566667,0.546096,0.80875,0.143042,11,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,4563
0.543333,0.517717,0.90625,0.24815,12,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2416
0.589167,0.551804,0.896667,0.141787,13,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2913
0.550833,0.529675,0.71625,0.223883,14,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,3644
0.506667,0.498725,0.483333,0.258083,15,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,5217
0.511667,0.503154,0.486667,0.281717,16,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,5041
0.534167,0.510725,0.579583,0.175379,17,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4570
0.5325,0.522721,0.701667,0.110087,18,10,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,4748
